946,165,999,160,1001,183,948,188
212,140,295,130,297,152,214,162
153,257,196,254,197,271,154,274
436,122,482,115,484,128,438,135
170,452,207,453,207,468,170,467
1008,127,1054,119,1056,132,1011,141
331,136,374,127,376,140,333,148
1008,138,1055,132,1056,145,1009,150
1011,114,1044,107,1047,120,1013,127
390,126,430,120,432,133,392,139
1016,152,1048,148,1049,159,1018,163
173,155,219,147,221,161,175,170
1210,92,1244,86,1246,98,1212,105
169,353,196,353,195,368,169,367
1186,90,1218,84,1221,101,1189,107
