153,113,302,120,300,173,151,167
226,86,341,94,338,142,223,134
108,373,166,364,170,388,111,397
105,186,160,185,160,205,105,207
136,471,196,459,200,482,140,495
95,259,165,255,167,283,96,287
89,75,181,77,180,122,88,120
97,337,157,331,160,354,100,361
299,330,360,319,363,342,303,352
98,450,150,436,155,458,103,472
310,366,358,360,360,376,312,383
123,220,185,219,186,240,124,242
281,400,335,391,338,411,284,419
95,412,141,403,144,425,98,433
163,296,220,293,220,314,164,317
91,301,140,299,141,321,92,323
147,440,188,430,192,451,151,461
96,488,130,476,137,499,103,511
150,261,224,256,225,281,151,286
146,405,189,396,192,416,149,425
318,392,365,386,367,407,320,412
167,331,224,324,226,347,169,353
253,326,309,323,311,347,255,350
290,131,357,133,357,174,289,172
