99, 49, 44, 46, 45, 25, 100, 28
37, 47, 9, 45, 10, 28, 39, 30
134, 49, 134, 29, 177, 29, 177, 49
108, 63, 78, 63, 78, 53, 108, 53
227, 119, 227, 102, 296, 102, 296, 119
26, 133, 26, 118, 72, 118, 72, 133
97, 133, 97, 120, 126, 120, 126, 133
260, 133, 260, 122, 288, 122, 288, 133
52, 150, 52, 136, 94, 136, 94, 150
383, 170, 383, 155, 426, 155, 426, 170
449, 170, 449, 155, 479, 155, 479, 170
408, 186, 408, 173, 435, 173, 435, 186
25, 301, 25, 285, 84, 285, 84, 301
112, 303, 112, 290, 151, 290, 151, 303
407, 321, 407, 304, 481, 304, 481, 321
51, 319, 51, 306, 93, 306, 93, 319
504, 320, 504, 305, 547, 305, 547, 320
461, 336, 461, 323, 508, 323, 508, 336
32, 401, 32, 387, 98, 387, 98, 401
124, 401, 124, 390, 168, 390, 168, 401
91, 419, 91, 406, 127, 406, 127, 419
418, 439, 417, 425, 476, 423, 477, 437
501, 438, 501, 424, 543, 424, 543, 438
29, 456, 29, 439, 82, 439, 82, 456
88, 456, 88, 441, 123, 441, 123, 456
31, 472, 31, 457, 57, 457, 57, 472
115, 473, 114, 459, 149, 458, 150, 471
27, 528, 25, 510, 81, 505, 83, 523
186, 524, 85, 522, 86, 507, 187, 508
410, 545, 410, 529, 476, 529, 476, 545
501, 547, 499, 532, 541, 528, 543, 543
391, 561, 391, 546, 420, 546, 420, 561
435, 561, 435, 548, 464, 548, 464, 561
61, 572, 26, 570, 27, 557, 62, 560
325, 611, 253, 606, 255, 587, 326, 592
277, 623, 277, 608, 325, 608, 325, 623
303, 638, 302, 626, 343, 624, 344, 636
