183, 80, 183, 1, 234, 1, 234, 80
267, 184, 267, 6, 328, 6, 328, 184
372, 93, 367, 25, 388, 23, 393, 92
50, 78, 50, 56, 70, 56, 70, 78
112, 130, 91, 74, 144, 54, 165, 110
85, 210, 29, 202, 47, 82, 103, 90
402, 243, 356, 240, 365, 108, 411, 111
122, 214, 122, 124, 157, 124, 157, 214
449, 226, 443, 209, 460, 202, 467, 219
301, 240, 299, 206, 312, 205, 314, 239
221, 294, 190, 281, 221, 208, 252, 221
461, 262, 461, 219, 489, 219, 489, 262
201, 253, 184, 252, 186, 219, 203, 220
106, 292, 91, 242, 145, 226, 160, 275
363, 270, 359, 250, 381, 247, 384, 266
459, 283, 453, 268, 476, 258, 482, 273
469, 315, 452, 295, 467, 282, 484, 301
354, 317, 353, 287, 420, 285, 421, 315
