689, 536, 689, 504, 734, 504, 734, 536
2159, 726, 2122, 675, 2227, 598, 2264, 649
1975, 885, 1950, 885, 1950, 862, 1975, 862
455, 983, 455, 959, 487, 959, 487, 983
442, 1121, 442, 984, 513, 984, 513, 1121
474, 1218, 442, 1218, 442, 1162, 474, 1162
475, 1210, 475, 1170, 526, 1170, 526, 1210
442, 1389, 442, 1268, 539, 1268, 539, 1389
475, 1527, 475, 1398, 552, 1398, 552, 1527
494, 1649, 494, 1544, 539, 1544, 539, 1649
1723, 1706, 1723, 1625, 1813, 1625, 1813, 1706
3068, 1665, 3068, 1650, 3100, 1650, 3100, 1665
1676, 1714, 1599, 1714, 1599, 1666, 1676, 1666
501, 1746, 501, 1674, 552, 1674, 552, 1746
471, 1758, 453, 1734, 472, 1719, 490, 1743
