45, 268, 0, 266, 1, 236, 47, 239
102, 269, 51, 267, 52, 239, 103, 241
1238, 290, 1238, 265, 1278, 265, 1278, 290
93, 299, 1, 299, 1, 272, 93, 272
100, 300, 100, 275, 153, 275, 153, 300
1242, 316, 1242, 291, 1278, 291, 1278, 316
45, 333, 1, 333, 1, 304, 45, 304
119, 331, 52, 331, 52, 306, 119, 306
134, 375, 133, 355, 194, 352, 195, 372
50, 378, 49, 360, 128, 357, 129, 376
4, 382, 4, 362, 45, 362, 45, 382
82, 397, 82, 379, 117, 379, 117, 397
30, 405, 28, 385, 76, 379, 78, 399
1, 406, 1, 385, 27, 385, 27, 406
