1034, 116, 1004, 76, 1074, 24, 1104, 64
569, 87, 569, 69, 628, 69, 628, 87
522, 96, 520, 75, 564, 71, 566, 92
506, 101, 502, 84, 518, 80, 523, 97
522, 121, 522, 105, 555, 105, 555, 121
249, 204, 180, 184, 190, 150, 259, 170
34, 201, 31, 175, 89, 167, 92, 192
1098, 209, 1097, 190, 1128, 187, 1130, 206
578, 224, 577, 198, 642, 196, 643, 222
518, 234, 514, 208, 572, 200, 576, 226
1191, 256, 1184, 225, 1235, 214, 1241, 246
36, 275, 34, 257, 88, 251, 90, 269
586, 324, 584, 300, 648, 296, 650, 319
528, 332, 524, 308, 571, 302, 574, 326
1202, 359, 1202, 329, 1253, 329, 1253, 359
