129, 34, 117, 21, 147, 0, 160, 6
254, 38, 240, 27, 270, 0, 283, 2
664, 21, 662, 8, 694, 5, 696, 17
409, 53, 398, 47, 416, 13, 427, 19
116, 49, 103, 36, 118, 22, 131, 35
53, 122, 37, 108, 100, 38, 116, 52
509, 73, 505, 53, 554, 44, 558, 64
3, 180, 0, 165, 32, 109, 50, 124
157, 173, 142, 158, 166, 134, 181, 149
732, 151, 730, 139, 760, 136, 762, 148
694, 157, 692, 144, 727, 139, 729, 152
248, 277, 228, 168, 369, 142, 389, 252
115, 236, 95, 221, 139, 163, 159, 178
528, 204, 525, 183, 575, 178, 577, 199
762, 247, 761, 235, 788, 232, 789, 244
726, 247, 726, 237, 759, 237, 759, 247
354, 294, 348, 276, 371, 268, 377, 287
540, 296, 539, 274, 588, 270, 590, 292
327, 309, 319, 294, 345, 281, 353, 296
356, 317, 348, 302, 384, 284, 392, 299
283, 326, 277, 310, 317, 294, 324, 310
330, 329, 323, 314, 347, 302, 354, 317
310, 335, 310, 315, 327, 315, 327, 335
350, 340, 343, 326, 369, 313, 376, 327
700, 326, 700, 315, 733, 315, 733, 326
290, 344, 290, 325, 309, 325, 309, 344
300, 367, 292, 352, 340, 325, 348, 340
267, 362, 257, 348, 282, 331, 291, 346
552, 370, 550, 349, 598, 346, 600, 366
369, 482, 355, 467, 419, 412, 432, 427
718, 469, 717, 459, 770, 455, 771, 466
281, 560, 265, 540, 353, 466, 370, 486
638, 618, 638, 604, 661, 604, 661, 618
403, 719, 367, 696, 425, 610, 460, 634
433, 712, 417, 700, 450, 655, 466, 667
360, 697, 360, 666, 379, 666, 379, 697
336, 718, 336, 689, 359, 689, 359, 718
