78,324,109,324,109,450,78,450
94,222,196,222,196,261,94,261
108,261,450,261,450,337,108,337
203,228,247,228,247,265,203,265
253,220,281,220,281,254,253,254
281,167,315,167,315,261,281,261
318,196,365,196,365,227,318,227
360,226,410,226,410,256,360,256
454,78,496,78,496,326,454,326
199,331,362,331,362,373,199,373
368,336,495,336,495,371,368,371
33,323,629,323,629,538,33,538
220,549,294,549,294,583,220,583
300,654,328,654,328,558,300,558
331,486,362,486,362,634,331,634
370,541,413,541,413,573,370,573
386,575,459,575,459,610,386,610
462,533,496,533,496,653,462,653
500,548,529,548,529,603,500,603
531,542,569,542,569,666,531,666
504,294,739,294,739,369,504,369
551,156,645,156,645,190,551,190
502,189,695,189,695,223,502,223
489,224,715,224,715,261,489,261
555,260,669,260,669,294,555,294
555,260,669,260,669,294,555,294
568,578,635,578,635,620,568,620
635,392,856,392,856,447,635,447
639,357,773,357,773,390,639,390
643,449,672,449,672,667,643,667
680,452,756,452,756,618,680,618
776,450,906,450,906,510,776,510
778,369,804,369,804,395,778,395
748,326,792,326,792,353,748,353
715,160,756,160,756,277,715,277
767,174,827,174,827,295,767,295
782,295,964,295,964,334,782,334
834,179,919,179,919,220,834,220
833,237,938,237,938,277,833,277
813,331,935,331,935,388,813,388
862,406,910,406,910,448,862,448
754,509,964,509,964,567,754,567
768,570,856,570,856,604,768,604
915,378,949,378,949,500,915,500
1040,545,964,545,964,153,1040,153
1033,228,1216,228,1216,269,1033,269
1082,269,1177,269,1177,302,1082,302
1043,283,1076,283,1076,490,1043,490
1087,313,1213,313,1213,348,1087,348
1088,348,1118,348,1118,491,1088,491
1120,351,1183,351,1183,417,1120,417
1190,355,1255,355,1255,383,1190,383
1182,383,1246,383,1246,415,1182,415
1129,417,1158,417,1158,445,1129,445
1161,417,1244,417,1244,445,1161,445
1169,483,1202,483,1202,547,1169,547
1045,491,1148,491,1148,531,1045,531
