382,116,513,116,513,160,382,160
536,125,731,125,731,147,536,147
756,99,955,99,955,164,756,164
554,161,658,161,658,194,554,194
348,171,531,171,531,217,348,217
759,172,871,172,871,197,759,197
184,184,331,184,331,217,184,217
457,173,531,173,531,215,457,215
723,181,926,181,926,268,723,268
264,232,514,232,514,293,264,293
564,199,715,199,715,287,564,287
952,204,1218,204,1218,253,952,253
736,271,906,271,906,312,736,312
461,294,577,294,577,371,461,371
918,281,1099,281,1099,327,918,327
65,293,365,293,365,378,65,378
634,331,689,331,689,351,634,351
621,355,700,355,700,371,621,371
130,384,432,384,432,445,130,445
452,396,566,396,566,419,452,419
740,385,883,385,883,415,740,415
893,338,958,338,958,516,893,516
971,348,1178,348,1178,378,971,378
959,393,1166,393,1166,448,959,448
974,470,1116,470,1116,505,974,505
738,384,882,384,882,415,738,415
443,438,630,438,630,492,443,492
132,382,434,382,434,448,132,448
451,399,565,399,565,426,451,426
444,439,630,439,630,490,444,490
291,458,429,458,429,485,291,485
72,451,258,451,258,497,72,497
644,436,858,436,858,500,644,500
928,533,1115,533,1115,565,928,565
740,510,870,510,870,571,740,571
598,502,691,502,691,572,598,572
264,498,566,498,566,568,264,568
419,576,583,576,583,618,419,618
657,579,967,579,967,616,657,616
