1081,55,1110,55,1110,988,1081,988
373,546,408,546,408,832,373,832
312,987,312,471,312,987,269,987
343,611,376,611,376,988,343,988
374,548,407,548,407,832,374,832
414,650,440,650,440,832,414,832
443,647,472,647,472,835,443,835
479,781,506,781,506,833,479,833
511,738,544,738,544,832,511,832
548,767,576,767,576,839,548,839
678,643,714,643,714,839,678,839
714,614,750,614,750,841,714,841
751,613,783,613,783,840,751,840
788,668,816,668,816,858,788,858
859,574,889,574,889,843,859,843
963,100,999,100,999,986,963,986
1043,51,1073,51,1073,987,1043,987
1080,49,1109,49,1109,989,1080,989
1112,695,1149,695,1149,987,1112,987
1175,729,1218,729,1218,987,1175,987
1000,683,1041,683,1041,989,1000,989
