16,1225,116,1204,128,1257,28,1278
1051,1573,1146,1554,1157,1606,1062,1626
38,813,133,802,139,855,44,865
321,668,568,632,584,745,338,781
790,488,869,483,872,527,792,531
1863,1454,1951,1459,1948,1499,1861,1494
549,154,592,162,585,197,542,189
265,424,344,428,342,460,263,456
613,1497,743,1500,742,1551,612,1548
1210,37,1280,42,1278,75,1208,70
581,287,652,282,655,320,584,326
217,1170,278,1151,290,1187,229,1206
168,1170,243,1159,249,1193,173,1204
2388,41,2484,32,2488,82,2393,91
1262,40,1336,45,1334,77,1259,72
397,354,469,357,468,392,396,390
2146,563,2262,555,2266,616,2150,624
951,238,997,239,996,262,950,260
111,226,200,223,201,256,113,259
572,492,682,490,683,533,573,535
427,429,481,425,484,455,429,460
358,45,428,25,439,65,369,85
1245,100,1327,102,1326,144,1244,143
192,1374,256,1366,259,1396,195,1403
2431,442,2493,438,2496,480,2434,484
1362,108,1455,107,1455,157,1362,157
