1030,356,1207,354,1208,404,1030,405
743,201,901,200,902,238,743,239
1033,404,1201,405,1201,433,1033,432
184,230,272,240,268,277,181,266
388,621,472,617,474,650,389,654
803,318,856,319,856,333,803,332
358,427,388,428,388,441,358,441
851,243,909,242,909,255,852,257
872,318,923,319,923,333,872,332
1020,163,1052,164,1052,177,1019,177
801,242,858,241,858,255,801,256
812,300,848,301,848,313,812,312
786,301,819,300,819,313,786,313
760,181,794,181,794,195,759,195
1017,178,1046,179,1046,191,1017,191
1044,178,1072,180,1071,191,1043,189
841,319,875,321,875,333,840,331
