354,345,467,334,469,358,356,369
354,311,463,301,466,335,357,346
349,131,429,125,430,142,350,148
155,233,232,215,238,243,161,262
836,175,881,167,885,195,841,203
413,250,459,247,460,260,414,263
344,257,396,252,397,266,345,271
394,283,467,277,469,297,396,303
232,324,289,310,295,338,239,352
219,269,290,261,295,312,224,320
412,236,455,233,456,247,413,250
839,292,876,280,881,298,843,310
376,239,416,237,416,251,377,253
342,287,405,283,406,304,343,308
342,243,383,239,384,254,343,258
