217,139,316,128,318,151,220,162
938,164,998,159,1000,183,939,188
150,255,209,255,209,272,150,272
162,448,216,452,215,470,161,465
1185,93,1242,89,1242,102,1186,105
323,134,380,127,382,141,324,148
1007,125,1060,119,1062,132,1009,138
433,121,489,115,491,129,434,135
165,350,204,353,202,370,164,367
1009,137,1061,133,1062,145,1010,150
1012,112,1053,108,1054,121,1013,125
380,127,410,124,412,138,381,141
1013,153,1050,149,1051,160,1014,164
410,124,436,121,437,133,411,136
1236,87,1265,86,1265,99,1237,100
