531,52,816,103,806,165,522,114
305,-9,486,43,463,135,281,82
1023,210,1116,203,1116,218,1024,225
1018,196,1093,192,1094,207,1019,211
999,242,1059,239,1059,253,999,256
1003,356,1077,358,1077,372,1002,370
9,67,72,65,73,85,10,88
1002,228,1046,225,1047,239,1003,242
1008,386,1064,387,1064,401,1008,400
1064,313,1113,312,1114,326,1064,327
1004,313,1060,314,1060,328,1003,327
1018,182,1066,181,1067,194,1018,196
1107,146,1141,141,1143,157,1108,161
1144,141,1175,137,1176,152,1146,155
1061,154,1091,151,1092,164,1063,167
1003,213,1042,212,1043,224,1004,226
992,186,1023,184,1024,197,993,200
990,145,1034,138,1036,151,992,158
