344,208,463,205,464,224,344,227
95,166,193,163,194,194,95,196
358,191,470,188,471,206,358,209
388,160,471,158,471,179,388,182
23,127,177,128,177,165,23,164
-2,180,89,177,90,197,-1,200
22,259,89,259,89,276,22,276
149,216,221,213,222,238,149,240
37,235,93,235,93,256,37,255
147,199,205,198,206,216,148,218
234,99,257,99,256,201,232,201
437,227,498,226,498,238,438,239
401,67,418,66,420,141,403,141
448,107,471,109,470,135,446,133
39,212,92,211,92,231,39,232
336,229,396,228,396,240,337,241
382,138,435,137,435,157,382,157
450,248,496,249,495,263,449,261
4,209,50,208,51,235,4,235
267,280,305,281,304,299,266,298
168,228,188,228,187,308,167,308
15,169,84,166,85,183,16,186
346,250,378,249,378,267,347,268
374,174,436,171,437,186,375,190
248,252,283,250,284,270,248,272
87,208,115,209,113,247,86,246
