108,43,186,42,186,75,109,76
226,194,287,190,289,219,228,224
149,196,216,195,216,222,150,223
376,297,444,297,444,338,376,337
184,44,270,40,272,72,186,77
314,306,358,303,359,325,315,328
273,247,327,243,329,275,275,279
173,251,213,248,214,271,174,274
179,144,243,142,243,171,180,173
196,91,273,88,274,121,197,123
249,147,319,144,320,169,250,172
13,48,58,46,59,72,14,74
93,94,131,93,132,118,94,119
353,197,397,193,399,221,355,224
323,41,365,40,366,73,324,75
323,147,362,145,364,175,325,177
271,40,314,38,316,69,273,72
295,197,332,195,333,222,297,224
283,97,315,95,316,119,284,120
